GasDate,FacilityName,FacilityId,FacilityType,Demand,Supply,TransferIn,TransferOut,HeldInStorage,CushionGasStorage,State,LocationName,LocationId,LastUpdated
2026/06/14,Adelaide Brighton,555091,BBLARGE,8.501,0.000,0.000,0.000,,,SA,Adelaide,550016,2026/07/07 17:00:01
2026/06/14,AGP,580010,PIPE,21.190,0.000,0.000,1.357,,,NT,Darwin,580001,2026/06/15 12:46:20
2026/06/14,AGP,580010,PIPE,7.177,31.595,38.430,37.219,,,NT,Regional - NT,590017,2026/06/15 12:46:20
2026/06/14,APLNG Pipeline,540093,PIPE,1585.771,0.000,0.000,0.000,,,QLD,Curtis Island,540030,2026/06/19 11:39:34
2026/06/14,APLNG Pipeline,540093,PIPE,0.000,1363.102,539.319,169.599,,,QLD,Regional - QLD,590001,2026/06/19 11:39:34
2026/06/14,Arcadia,540101,PROD,0.000,93.920,0.000,0.000,,,QLD,Regional - QLD,590001,2026/06/15 10:58:18
2026/06/14,ATGP,640013,PIPE,0.000,44.549,0.000,44.549,,,QLD,Regional - QLD,590001,2026/06/19 16:03:12
2026/06/14,ATHENA,535014,PROD,0.000,17.532,0.000,0.000,,,VIC,Iona Hub,530016,2026/06/19 09:49:39
2026/06/14,Atlas,544261,PROD,0.000,44.549,0.000,0.000,,,QLD,Regional - QLD,590001,2026/06/19 16:05:15
2026/06/14,Atlas East Central Processing Facility,640008,PROD,0.000,30.070,0.000,0.000,,,QLD,Regional - QLD,590001,2026/06/15 11:27:44
2026/06/14,Atlas to Reedy Creek Pipeline,640007,PIPE,0.000,30.070,0.000,29.798,,,QLD,Regional - QLD,590001,2026/06/15 12:46:20
2026/06/14,Australia Pacific LNG,544273,LNGEXPORT,1585.771,0.000,0.000,0.000,,,QLD,Curtis Island,540030,2026/06/18 04:45:26
2026/06/14,Australian Paper (Opal),535021,BBLARGE,10.791,0.000,0.000,0.000,,,VIC,Gippsland,590009,2026/06/24 11:00:05
2026/06/14,B1PL,540077,PIPE,0.043,38.535,0.000,41.096,,,QLD,Regional - QLD,590001,2026/06/15 11:00:45
2026/06/14,B2PL,540071,PIPE,0.000,47.875,9.063,56.736,,,QLD,Regional - QLD,590001,2026/06/15 12:30:12
2026/06/14,Bairnsdale Power Station,535020,BBGPG,0.000,0.000,0.000,0.000,,,VIC,Regional - VIC,590012,2026/06/15 11:00:47
2026/06/14,BCF,540047,COMPRESSOR,0.000,0.000,76.400,76.400,,,QLD,Regional - QLD,590001,2026/06/19 14:15:04
2026/06/14,Bell Bay CCGT,577016,BBGPG,0.000,0.000,0.000,0.000,,,TAS,Regional - TAS,590014,2026/06/16 12:01:00
2026/06/14,Bell Bay GGT,577014,BBGPG,0.000,0.000,0.000,0.000,,,TAS,Regional - TAS,590014,2026/06/16 12:01:00
2026/06/14,Bell Bay OCGT,577015,BBGPG,8.167,0.000,0.000,0.000,,,TAS,Regional - TAS,590014,2026/06/16 12:01:00
2026/06/14,Bellevue,540083,PROD,0.000,155.954,0.000,0.000,,,QLD,Regional - QLD,590001,2026/07/13 12:02:34
2026/06/14,BGP,580020,PIPE,0.290,0.000,0.000,0.000,,,NT,Regional - NT,590017,2026/06/15 12:46:20
2026/06/14,BlueScope,523204,BBLARGE,8.663,0.000,0.000,0.000,,,NSW,Sydney,520008,2026/06/15 12:01:05
2026/06/14,Bolivar,555008,BBGPG,0.000,0.000,0.000,0.000,,,SA,Regional - SA,590013,2026/06/15 12:05:43
2026/06/14,Bomaderry Gas Pipeline,523202,PIPE,23.528,0.000,23.528,0.000,,,NSW,Regional - NSW,590011,2026/06/15 12:58:50
2026/06/14,BPP,530030,PIPE,2.640,11.980,0.000,9.335,,,VIC,Gippsland,590009,2026/06/24 11:00:05
2026/06/14,Braemar 2 Power Station,544085,BBGPG,0.000,0.000,0.000,0.000,,,QLD,Regional - QLD,590001,2026/06/15 12:30:12
2026/06/14,Braemar Power Station,544252,BBGPG,0.043,0.000,0.000,0.000,,,QLD,Regional - QLD,590001,2026/06/15 11:00:45
2026/06/14,BWP,540096,PIPE,0.000,0.000,0.000,49.825,,,QLD,Wallumbilla Hub,540032,2026/06/15 12:46:20
2026/06/14,BWP,540096,PIPE,0.000,50.230,0.000,0.000,,,QLD,Regional - QLD,590001,2026/06/15 12:46:20
2026/06/14,CGP,540059,PIPE,0.000,0.000,76.380,0.000,,,QLD,Ballera,540078,2026/06/15 12:46:20
2026/06/14,CGP,540059,PIPE,63.884,0.000,0.000,19.884,,,QLD,Regional - QLD,590001,2026/06/15 12:46:20
2026/06/14,Channel Island Power Station,580231,BBGPG,21.190,0.000,0.000,0.000,,,NT,Darwin,580001,2026/06/15 12:46:20
2026/06/14,Colongra,523120,BBGPG,0.000,0.000,0.000,0.000,,,NSW,Regional - NSW,590011,2026/06/15 12:00:05
2026/06/14,ColongraGP,520090,PIPE,0.000,0.000,0.000,0.000,,,NSW,Sydney,520008,2026/06/15 12:00:05
2026/06/14,ColongraGP,520090,PIPE,0.000,0.000,0.000,0.000,,,NSW,Regional - NSW,590011,2026/06/15 12:00:05
2026/06/14,Combabula,540094,PROD,0.000,292.832,0.000,0.000,,,QLD,Regional - QLD,590001,2026/06/19 11:39:34
2026/06/14,Condabri Central,540080,PROD,0.000,146.741,0.000,0.000,,,QLD,Regional - QLD,590001,2026/06/19 11:39:34
2026/06/14,Condabri North,540090,PROD,0.000,165.456,0.000,0.000,,,QLD,Regional - QLD,590001,2026/06/19 11:39:34
2026/06/14,Condabri South,540086,PROD,0.000,158.140,0.000,0.000,,,QLD,Regional - QLD,590001,2026/06/19 11:39:34
2026/06/14,Condamine Power Station,544274,BBGPG,0.004,0.000,0.000,0.000,,,QLD,Regional - QLD,590001,2026/07/13 12:02:10
2026/06/14,CRWP,540098,PIPE,0.000,0.000,109.405,0.000,,,QLD,Wallumbilla Hub,540032,2026/06/15 10:58:05
2026/06/14,CRWP,540098,PIPE,0.000,238.238,40.276,296.577,,,QLD,Regional - QLD,590001,2026/06/15 10:58:05
2026/06/14,CWP,520054,PIPE,2.212,0.000,1.017,0.000,,,NSW,Regional - NSW,590011,2026/06/15 12:46:20
2026/06/14,Daandine,540050,PROD,0.000,53.914,0.000,0.000,,,QLD,Regional - QLD,590001,2026/06/15 12:30:12
2026/06/14,Dandenong LNG,530038,STOR,0.000,0.268,0.000,0.000,629.384,27.889,VIC,Melbourne,590008,2026/06/15 12:46:20
2026/06/14,DDP,540097,PIPE,0.000,0.000,0.000,117.488,,,QLD,Wallumbilla Hub,540032,2026/06/19 16:02:06
2026/06/14,DDP,540097,PIPE,66.855,573.107,103.588,497.933,,,QLD,Regional - QLD,590001,2026/06/19 16:02:06
2026/06/14,DDPS,544027,BBGPG,66.855,0.000,0.000,0.000,,,QLD,Regional - QLD,590001,2026/06/19 16:02:06
2026/06/14,Diamantina Power Station,544077,BBGPG,29.458,0.000,0.000,0.000,,,QLD,Regional - QLD,590001,2026/06/15 12:46:20
2026/06/14,Dry Creek Power Station,555026,BBGPG,0.000,0.000,0.000,0.000,,,SA,Regional - SA,590013,2026/06/15 11:31:05
2026/06/14,EGP,520047,PIPE,133.780,0.000,0.000,0.000,,,NSW,Sydney,520008,2026/06/15 12:01:05
2026/06/14,EGP,520047,PIPE,10.171,0.000,0.000,0.000,,,NSW,Canberra,520009,2026/06/15 12:01:05
2026/06/14,EGP,520047,PIPE,0.000,197.847,0.000,77.151,,,VIC,Longford Hub,530015,2026/06/15 12:01:05
2026/06/14,EGP,520047,PIPE,4.680,0.000,0.000,23.528,,,NSW,Regional - NSW,590011,2026/06/15 12:01:05
2026/06/14,EGP,520047,PIPE,0.784,57.801,0.000,0.000,,,VIC,Regional - VIC,590012,2026/06/15 12:01:05
